Id,Name,Rarity,AmuletType,MinHp,MaxHp,MinAtk,MaxAtk,BaseId,VariationId,Abilities11,Abilities12,Abilities13,Abilities21,Abilities22,Abilities23,Abilities31,Abilities32,Abilities33,CvInfo,Text1,Text2,Text3,Text4,Text5,LimitBreakId,IsPlayable,SellCoin,SellDewPoint,IsHideChangeImage
40040016,研究成果的新魔法,4,1,21,146,6,46,400048,1,210000403,210000404,210000405,110020401,110020402,110020403,0,0,0,AMULET_ARTIST_40040016,这是破解了圣城遗留的\n部分古代魔法痕迹而创造出的魔法。\n能够瞻仰古代智慧，你该感到荣幸！,这个魔法具有划时代的意义！\n完美融合了不同文明的魔法，相得益彰……\n呃，战斗中我又情不自禁地……,哼……你挺厉害的嘛。\n好吧，就破例让你见识下\n我更厉害的研究成果！,展开辅助结界、补充至最大魔力！\n我自创的术式大幅加强了魔法的威力。\n如此高级的术式可不多见哦！,你以为这样就结束了？\n接下来才是我的研究成果里最厉害的！\n足以颠覆魔法常识的历史性发明！\n擦亮眼睛看清楚！研究成果的新魔法！,10000,1,2000,1000,0
40040017,铁匠铺三姐妹,4,1,21,146,6,46,400049,1,210000603,210000604,210000605,110020601,110020602,110020603,0,0,0,AMULET_ARTIST_40040017,哐……哐……铁匠铺里\n有节奏地回响着美妙的声音。\n铁匠铺三姐妹——\n大姐雷吉娜、二姐罗吉娜和小妹卢吉娜\n正合力锻造武器。,落落大方但生起气来\n很可怕的大姐——雷吉娜。\n富有专业精神、可靠的二姐——罗吉娜。\n性格开朗、爱幻想\n又备受宠爱的小妹——卢吉娜。,在三姐妹的完美配合下，\n武器逐渐成型。\n三姐妹娴熟的手法，\n跟几十年的老工匠相比也毫不逊色。,“罗吉娜，状态不错啊♪\n看来这次能打造出相当不错的武器呢。”\n“嗯，再加把劲一口气完成吧！”\n“那么，差不多该我表现了！\n让你们见识下天才般的冷却手法！”,尽管是性格迥异的三姐妹，\n但她们在铺子里时齐心协力。\n要打造出媲美伟大铁匠父亲的武器\n——大家怀着这份心情，\n终于打造出了一把顶级武器。,10000,1,2000,1000,0
40040018,舞林大会！,4,3,22,147,6,45,400050,1,310000503,310000504,310000505,110210402,110210403,110210404,0,0,0,AMULET_ARTIST_40040018,嘿！嘿！大家玩得尽兴吗？\n哎呀，来了一位贵宾！\n冰魔法可真酷啊！\n来，一起跳舞吧！,嘿！造出了冰道，在滑冰吗？\n你的舞蹈真有趣！\n不过我可不会输！\n好！加快节奏！,嘿！一不留神已经这个时间了！\n不过，不用你说我也知道！\n你的热情也停不下来吧？\n那就一起跳个通宵吧！,嘿！你也听到了吧？\n看了我们的舞蹈，\n观众们热血沸腾的欢呼！\n耶！让气氛再热烈点吧！,嘿！嘿！\n我们都嗨到极致了呢！\n点燃激情！\n收尾也要干净利落哦？\n让我们开始最后一支舞！,10000,1,2000,1000,0
40040019,战场上的两人,4,1,21,140,7,52,400051,1,210000703,210000704,210000705,110060002,110060003,110060004,0,0,0,AMULET_ARTIST_40040019,“被敌人包围了。\n喂，贝尔扎克，怎么办？”\n“明知故问？\n答案明摆着啊……格杀勿论！”\n“你这家伙还是那么血气方刚啊。”,“呃！利用烟尘趁乱突袭，\n净耍些小聪明！你那边怎么样？”\n“哈哈哈！乐在其中啊！\n你身后就放心交给我吧！”\n“那真是可靠！拜托了！”,“敌人变多了……\n贝尔扎克，你还能打么？”\n“说什么傻话！好戏才刚刚开始！\n形势越不利，才越有趣啊！”\n“哈哈……算我白问了。”,“啧，没完没了……\n说起来佣兵时代也有过这种情况啊。”\n“是啊，兰扎卜。\n那时我们都是菜鸟，最后怎么样了？”\n“回去之后慢慢回想吧。”,“接招！吃我一击！”\n“想赢我们还早了一百年！\n对吧，兰扎卜？”\n“是啊！我们可是身经百战的佣兵！\n想活命的赶紧退散！”,10000,1,2000,1000,0
40040020,昔日幸福,4,1,21,141,7,51,400069,1,210000403,210000404,210000405,110010402,110010403,110010404,0,0,0,AMULET_ARTIST_40040020,“哥哥，这样逃出城堡\n真的没问题吗……”\n“没事。因为偶尔也想悠闲地\n和塞西娅一起出来散散心嘛。”,“塞西娅！这朵花怎么样？”\n“塞西娅在收集花吗。\n色彩斑斓，好漂亮。”\n“呵呵，是啊。\n收集了好多，这样一来……”,“原来如此，是花冠啊。\n看起来很衬塞西娅。”\n“谢谢哥哥！\n不过这花冠是给哥哥做的。\n只有将来成为王的人，才能戴冠。”,“咦？花冠，是给我的？\n谢谢你们两个，我很开心。”\n“哇！像花之国的国王一样呢！”\n“好期待哥哥将来\n真正成为王的那一天啊！”,“等我真正成为王、吗……\n那我想要创造一个和平的国家，\n可以永远拥有这样幸福的时光。”\n“听起来很不错呢！”\n“嗯！我也是！想要那样的国家！”,10000,1,2000,1000,0
40040021,圣骑士的守护,4,2,18,122,4,33,400053,1,110020201,110020202,110020203,110120006,110120007,110120008,0,0,0,AMULET_ARTIST_40040021,已经不行了……\n正这么想时，有人保护了自己。\n休贝尔难以置信地\n注视着那背影。,圣骑士挡在了休贝尔身前。\n能感受到她保护同伴的决心。\n然而休贝尔却脱口而出：\n“不行，快跑……”,战况极度不利。\n但圣骑士仍坚定地说道：\n“我一定会保护你！”\n从她充满勇气的话中，\n休贝尔理解了她为什么会被选为圣骑士。,圣骑士的气势\n逼得敌人连连后退……\n她没有错过这个机会，\n用圣枪扫清一切威胁……,战局逆转……圣骑士获得了最终的胜利。\n休贝尔一生都难以忘记，\n挺身而出守护伙伴的\n勇敢圣骑士的身影。,10000,1,2000,100,0
40040022,为了成为强大的男人,4,4,21,145,7,47,400054,1,110100003,110100004,110100005,110010402,110010403,110010404,0,0,0,AMULET_ARTIST_40040022,“说起来，你们关系很好吧？”\n“不，一点也不好。”\n“咦！？为了让里卡多克服弱点，\n你们通力合作，我还以为关系很好呢。\n那你们到底是什么关系……”,“我和爱德华只是偶尔聊几句，\n仅此而已。”\n“对，看不下去所以稍微给点建议。\n仅此而已。”\n“你们倒是婉转一点啊！”,“被训斥几句也是没办法的事。\n我一定要变强。所以……”\n“来，给你铁棒！”\n“变强是指物理上的！？”,“有人肯为我提出建议，\n其实就是对我最大的帮助……”\n“对，就像这铁棒一样！”\n“哈哈……一点都不好笑！”,“唉……我已经无力吐槽……”\n“霍普，还有力气站着吗？”\n“要用这根铁棒撑一会儿吗？”\n“你们两个，其实关系超好吧！？”,10000,1,2000,1000,0
40040023,五龙之咆哮：耶梦加得,4,2,19,127,4,30,400055,1,110250201,171,110250202,110210302,168,110210303,0,0,0,AMULET_ARTIST_40040023,远古时代，诸龙为对抗邪恶势力\n聚集到一位主人麾下。\n碧龙耶梦加得——\n因其知识渊博、性格公正而闻名，\n受到诸龙崇敬。,碧龙最初追随人类主人时，\n其他龙嘲笑了他。\n“为什么听命于人类这种弱小的生物？\n这岂不是失去了龙\n身为世界统治者的尊严？”,“只相信自己的信念。”\n面对其他龙的嘲笑，\n碧龙高声咆哮道。\n与主人共同创造理想世界……\n这便是碧龙唯一的信念。,碧龙和主人只遵从自己的信念，\n不断对抗邪恶的魔兽。\n诸龙逐渐被他们的真挚信念所吸引，\n也纷纷聚集到那位主人的身边，\n从此再也没有谁嘲笑碧龙。,碧龙战胜邪恶势力后，\n作为主人最初的契约龙备受称赞，\n但碧龙却不为所动。\n他的心境依旧如初——\n“只相信自己的信念”。,10000,1,2000,100,0
40040024,五龙之咆哮：墨丘利,4,2,19,127,4,30,400056,1,110270401,172,110270402,110210202,167,110210203,0,0,0,AMULET_ARTIST_40040024,远古时代，诸龙为对抗邪恶势力\n聚集到一位主人麾下。\n青龙墨丘利——\n用伟大的慈爱和温情呵护同伴，\n治愈战斗的伤痛。,在与邪恶势力的斗争中，\n善良的青龙挺身而出，\n保护了诸龙和人类。\n但不管她再怎么努力，\n依旧有许多人在残酷的战斗中殒命。,战争结束后，\n青龙为了告慰同伴，\n在泉水边献上祈祷。\n春去冬来，岁月流逝，\n青龙依旧心无旁骛地祈祷着。,青龙祈祷的某个夜晚，\n无数道光降临于泉水边。\n那是战争中逝去的灵魂。\n无数道光围着青龙起舞的景象，\n据说美得令人窒息。,在这“青龙之泉”，每年都会有一天，\n无数道光从空中降临。\n相传那是战争中逝去的灵魂\n为告慰了自己的青龙\n而聚集于此，翩翩起舞。,10000,1,2000,100,0
40040025,五龙之咆哮：布伦希尔德,4,2,19,127,4,30,400057,1,110290601,173,110290602,110210102,166,110210103,0,0,0,AMULET_ARTIST_40040025,远古时代，诸龙为对抗邪恶势力\n聚集到一位主人麾下。\n绯龙布伦希尔德——\n她用熔岩般的热情鼓舞同伴，\n用熊熊烈火吞噬敌人。,数百年前，大量魔兽袭击了\n绯龙居住的阿德拉火山。\n绯龙为保护生养自己的火山，\n只身迎击魔兽，\n但寡不敌众，陷入苦战。,此时，一位男子出现在\n遍体鳞伤的绯龙面前。\n“高贵的绯龙啊，我与你共进退！”\n绯龙在他的激励下奋起反击，\n与男子一同赶跑了大群魔兽。,战斗过后，男子向绯龙伸出手，\n未与人类有过接触的绯龙发出恫吓，\n但男子仍毫无惧色地伸着手。\n最终，绯龙拗不过男子，\n第一次接受了人类。,第一次触到的人类的手\n温暖得令她上瘾。\n绯龙与他并肩作战，却不曾缔结契约。\n她遇到自己的命中注定之人，\n则是数百年后的事了。,10000,1,2000,100,0
40040026,五龙之咆哮：朱庇特,4,2,19,127,4,30,400058,1,110310801,174,110310802,110210402,169,110210403,0,0,0,AMULET_ARTIST_40040026,远古时代，诸龙为对抗邪恶势力\n聚集到一位主人麾下。\n辉龙朱庇特——\n在天空中尽情翱翔干扰敌人，\n用全身放出的雷光击退敌人。,辉龙虽和人类主人缔结了契约，\n却还是随心所欲，\n完全没有要听从主人的意思。\n尊敬主人的诸龙指责辉龙狂妄，\n想把他从同伴中除名。,而主人的话却出乎意料。\n“朱庇特，没有什么可以束缚你，\n随心所欲地在天空中翱翔吧！”\n辉龙听到后十分高兴。\n这是第一次有人肯定他的奔放。,辉龙听从主人的话，\n随心所欲地翱翔、放出雷光，\n无拘无束地度日。\n回想起来，这也是他\n第一次听从他人的话。,对抗邪恶势力时，\n辉龙以神出鬼没的动作戏弄敌人，\n多次救主人于危难之中。\n主人让辉龙的个性得到充分发挥，\n因此才能战胜邪恶势力。,10000,1,2000,100,0
40040027,五龙之咆哮：佐迪亚克,4,2,19,127,4,30,400059,1,110331001,175,110331002,110210502,170,110210503,0,0,0,AMULET_ARTIST_40040027,远古时代，诸龙为对抗邪恶势力\n聚集到一位主人麾下。\n暗龙佐迪亚克——\n运用暗之魔力创造出暗影，\n将敌人拖入无尽的黑暗。,暗龙在幽深的洞穴中\n孤独地度过了漫长的岁月。\n因为不光是人类，\n龙也害怕暗龙腐朽的身体，\n都不愿和他一起生活。,某一天，一位男子来到洞穴。\n看到暗龙腐朽的躯体后，\n他毫不畏惧地说道：\n“暗龙啊，离开这个洞穴，\n与我共同踏上无尽的大地吧！”,暗龙不由分说地拒绝了。\n他认为自己一生都该待在暗影之中。\n然而男子看着暗龙的眼睛说道：\n“我想创造一个像你一样\n活在暗影中的生命也能昂首挺胸的世界！”,对于一直生活在暗影中的暗龙来说，\n男子的理想实在过于耀眼。\n但暗龙仍想在他的理想上赌一把。\n据说暗龙在男子的引导下离开幽深洞穴后，\n作为契约龙为支持他的理想鞠躬尽瘁。,10000,1,2000,100,0
40040028,致命佳丽,4,1,21,140,7,52,400060,1,110070003,110070004,110070005,110390002,110390003,110390004,0,0,0,AMULET_ARTIST_40040028,幽深的森林里，\n一位少女和父母走散，嚎啕大哭。\n面对送上门的猎物，\n魔兽们蠢蠢欲动，这时……\n两位美丽的女战士挺身而出。,“小姑娘，你为什么哭？”\n“这样哭的话，\n会被魔兽吃掉哦！”\n女战士们熟练地挥舞着武器，\n压制着魔兽。,看到了女战士们战斗的英姿，\n少女忘记了哭泣，高声喊道：\n“大姐姐们，加油啊！”\n听到少女的声援，\n女战士们的攻势更盛了。,“让它们见识下我们的厉害，伊汉娜！”\n“哈哈哈！正合我意！\n要上了哦！凡妮莎！”\n两人紧握武器，蓄势待发。\n魔兽畏惧了……,女战士们面带笑容挥舞武器，\n打倒魔兽，拯救了少女。\n从此，少女有了梦想。\n——要成为女战士。\n少女收起眼泪，踏上了追梦之路。,10000,1,2000,1000,0
40040029,希露姬的万圣节,4,2,22,150,6,42,400061,1,110020502,110020503,110020504,110060002,110060003,110060004,110200001,558,110200002,AMULET_ARTIST_40040029,呀哈哈♪\n换上了可爱的衣服，\n这样就准备万全了。\n为了守护万圣节，\n我会努力的！,啦啦啦♪\n阻碍万圣节的魔兽，\n让我来清扫干净！\n呐，要好好看着我哦！,看吧看吧♪\n我把魔兽们都打倒了哦！\n这样可以多夸夸我吗？\n会夸我的吧！呀哈哈♪,不给糖就捣蛋♪\n呐，我那么努力，给我奖励吧？\n不给的话，我就要恶作剧了哦。\n啊，但果然……哈哈哈♪\n恶作剧和奖励都想要♪,呵呵，万圣节真开心啊♪\n要是万圣节像这样\n永远持续下去该多好……\n呐，你也这样想吧？\n和我一起一直恶作剧下去吧！,10000,1,2000,1000,0
40040030,美的秘诀,4,1,21,146,6,46,400085,1,212,210000104,210000105,110020202,110020203,110020204,0,0,0,AMULET_ARTIST_40040030,“我说，一大早就拉我来这种\n荒郊野外，到底是要干什么……”\n“哼哼哼……还用问吗！\n当然是——为了变美！”\n“完全不懂你在说什么。”,“用这里的泉水冲洗一整天，\n皮肤就会焕然一新，变得光滑动人！”\n“一整天！？你是不是傻了啊！？”\n“哈哈哈，谁用谁知道。\nLet's beauty！”,“喔？诶诶诶诶！？怎么回事！？\n皮肤真的变光滑了！”\n“怎么样？厉害吧！没错！\n拥有世界第一美貌的我，\n美的秘诀便是——这块宝地！”,“啊……今天也变得更迷人了，\n我真是个罪孽深重的男人啊。”\n“唔……这泉水的功效……\n的、的确不得不承认……”\n“对吧？我果然是如此美貌！”,“快！向着夕阳喊出你的感动吧！”\n“啊！？为什么我要……”\n“这变美的力量，你不也切身体会到了吗？\n来！别害羞！一、二、三！”\n“我好美啊——”,10000,1,2000,1000,0
40040031,休憩中的武士们,4,2,22,151,6,41,400100,1,110021007,110021004,110021005,0,0,0,0,0,0,AMULET_ARTIST_40040031,武士们在树荫下乘凉。\n这时传来了“喵喵”的叫声。\n“啊！是猫哦，米科特大人。\n是您在找的猫吗？”\n“不，‘刀背斩’全身都是黑的……”,喵呜喵呜喵呜……\n猫不停叫着，用脑袋蹭米科特的脚踝。\n“这猫可真黏人啊。”\n“嗯。你知道刀背斩吗？\n它是一只全身如黑夜一般的黑猫。”,米科特温柔地把猫抱了起来。\n这时周围草丛里传来沙啦沙啦的声响……\n“小猫们都聚过来了啊！”\n“刀背斩不在里面吗……\n好吧，就陪陪你们好了。”,米科特的怀里、太郎的膝上。\n小猫们尽情地在二人身上休憩。\n“是很开心啦，可这样没法动弹……”\n“得到天启的我即为自然本身。\n自然即为不动，此乃万物之理……”,越来越多的猫聚集到二人身边。\n然而二人已腾不出手脚。\n于是太郎决定呼唤帮手，\n“武藏大人～\n一起来跟小猫们玩耍吧～”,10000,1,2000,1000,0
40040032,强强联手,4,2,18,122,5,34,400102,1,110021001,110021002,110021003,210000102,210000103,210000104,0,0,0,AMULET_ARTIST_40040032,“虽然害怕战斗……\n不过有希里丝在的话，我会加油！”\n“就是这股气势，梅露莎！\n只要我们两个齐心协力，\n就绝对所向披靡！”,“所、所向披靡是不是有点过了……\n我的力量没什么了不起……”\n“哪有！我就是那么信任梅露莎啊！”\n“希里丝……谢谢你。”,“哎呀，天色暗下来了……\n梅露莎，你还好吗？\n一直不停地战斗，不累吗？”\n“嗯……没问题！\n我……还能继续战斗！”,“不愧是努力上进的梅露莎！”\n“我能这么有干劲……\n都是多亏了希里丝……\n因为希里丝这么信任我！”,“光凭我一个人绝对做不到。\n不过有希里丝在的话……\n无论什么困难都难不倒我！”\n“啊哈哈！你看，我说的没错吧！\n我们绝对就是所向披靡！”,10000,1,2000,100,0
40040033,不一样的视角,4,1,21,140,7,52,400105,1,110070003,110070004,110070005,110060002,110060003,110060004,110200004,334,110200005,AMULET_ARTIST_40040033,“怎么样，卢恩？看得到吗？”\n“好高啊！原来大人\n可以看得这么远，好厉害！”\n“哈哈，是啊！\n你可得长得高一点啊，卢恩！”,“要是能长得像兰扎卜这么高大，\n就能看清远处的景色，\n还能最先抢到落下的花瓣，\n净是些好事啊。”\n“唔、嗯？算是吧！”,“再长高点的话，\n是不是就能够到流星了啊？”\n“嗯，卢恩的话说不定办得到呢。”\n“等我长大了，摘到了流星\n就分给兰扎卜哦！”,“今天看到了很多\n平时看不到的景色，好开心啊！\n谢谢你，兰扎卜！”\n“噢！我也很开心。\n感觉回想起了什么重要的事。”,“听好了，卢恩。这世上也有\n成为大人后就看不到的东西。\n长大固然重要……\n但现在看到的景色，也别忘了啊。”\n“嗯！今天的事，我不会忘的！”,10000,1,2000,1000,0
40040034,某一天的阳光下,4,3,22,147,6,45,400112,1,110090009,110090010,110090011,110210502,110210503,110210504,0,0,0,AMULET_ARTIST_40040034,负责准备食材的卢卡和希里丝\n为了采集水果而来到了森林里。\n“呼～啊……稍微休息一下……”\n“喂！卢卡哥哥你在哪里啊！？\n没有在偷懒吧？”,“啊！果然是在睡懒觉！”\n“等、等等！只是稍微休息一下而已！”\n“居然让我一个人辛苦地干活！”\n希里丝手中的篮子\n已经装满了青苹果。,“我刚才认真找过了！\n不信你看我的篮子！”\n“好厉害……居然有这么多！”\n卢卡的篮子里\n塞满了熟透的水果。,“这片森林我走过很多遍。\n哪里有些什么我都一清二楚。”\n“净吹牛……\n其实只是在找偷懒的地方吧。”\n“怎……怎么可能！”,“嘿嘿，回去之前先把肚子填饱吧。\n来，给你个最甜的。”\n“真是的……我才不会\n被这种东西骗到……啊，真好吃♪”\n“没错吧！尽管吃！”,10000,1,2000,1000,0
40040035,飘雪的街道,4,2,18,123,4,33,400114,1,110020701,110020702,110020703,210001201,210001202,210001203,0,0,0,AMULET_ARTIST_40040035,“呐，埃利亚斯，\n我们能堆出玛利蒂的雪人吗？”\n“那当然了，我在一起做嘛。”\n“也对！鼠鼠也一起加油吧！”\n“吱！”,“用雪做尖角有点难啊……”\n“单有眼睛和嘴，还是不够像啊。”\n“吱～吱！”\n“唔……鼠鼠？在脖子上加个铃铛？\n谢谢你！我试试看！”,“呐，埃利亚斯，完成了吗？”\n“嗯，尖角也比较像样了，堆得挺好。\n多亏了小老鼠……帮大忙了！”\n“吱吱……吱！”\n“诶嘿嘿，鼠鼠好像也很高兴呢！”,“玛利蒂看到这个雪人会高兴吗？”\n“当然会啦！这可是我和……\n小老鼠还有皮雅茜一起堆出来的。对吧？”\n“吱吱吱！”\n“嗯！好期待玛利蒂的反应！”,“堆雪人真有趣啊～”\n“那下次再堆一个小老鼠的雪人吧？”\n“吱、吱、吱吱！”\n“真的吗！？一起堆雪人好开心啊。\n冬天的乐趣越来越多了,埃利亚斯！”,10000,1,2000,100,0
40040036,孩子们的星龙祭,4,2,22,150,6,42,400116,1,110020602,110020603,110020604,110060002,110060003,110060004,110200007,590,110200008,AMULET_ARTIST_40040036,“咦？这个，是送给我的吗？\n圣星使者，谢谢你！”\n“诶嘿嘿，莉莉很开心！”\n“太好啦～是星龙祭的礼物！\n不过，好像只有我的盒子这么小……”,“我的盒子，又大又重呢。\n里面到底装了什么？”\n“诶～真羡慕～我的盒子好轻……”\n“圣星使者，我可以现在就打开吗？\n莉莉已经等不及了！”,“哇～好大一本植物图鉴！\n我好开心啊！\n可以用来查看花朵和树木的名字！”\n“莉莉的礼物是画具和画笔！\n这样就可以画很多画了！”,“哼！我已经是大人了，\n才不会因为区区礼物就大惊小怪呢……\n诶诶诶！？好棒啊！\n巧克力、马卡龙还有饼干！\n看起来都好好吃！”,“谢谢你圣星使者，给我们这么棒的礼物！”\n“圣星使者，明年也一定要来哦！\n我会乖乖听话的！”\n“啊呜，啊呜，真好吃～\n一定要来哦！我也会等着你的！”,10000,1,2000,1000,0
40040037,板羽球对决！,4,1,21,141,7,51,400126,1,210001303,210001304,210001305,110090002,110090003,110090004,0,0,0,AMULET_ARTIST_40040037,“好，我先发球。要上了！”\n啊，好激动！虽然打板羽球还是第一次，\n但这也是男人间的比拼，\n可不能手下留情。\n我是绝对不会输的，吃我这一球！,“咦！？卢卡你怎么搞突袭……”\n啊——\n还来不及挥羽子板，羽球便已落地。\n一脸开心的卢卡，\n拿着毛笔不断逼近……,“哼哼，这一局是我赢了！\n你脸上的叉很适合你哦！”\n脸上被画上败北的印记，\n我握紧了羽子板，拿起羽球。\n噢，来劲了啊。看我使出真本领！,“卢卡，这次我可不会输！”\n我挥拍将羽球打向高空。\n卢卡虽然追在后面，但为时已晚。\n好！是我赢了！\n拿起毛笔，这次要在卢卡脸上……,“可恶，真强啊……”\n脸颊被画上了大大的印记，不禁叹息。\n没想到我居然会输……\n不过，板羽球对决才刚刚开始。\n好了，再来一局吧！,10000,1,2000,1000,0
40040038,新年运势签,4,2,18,122,4,33,400127,1,110020401,110020402,110020403,110130007,110130008,152,0,0,0,AMULET_ARTIST_40040038,三位身着华美和服的少女——\n埃尔菲莉丝、穆穆、牡丹。\n她们眼前是六角柱形的抽签筒。\n“来看看新年的运势吧！”,“这张纸上写着自己运势吗……”\n“我和亲爱的之间的恋爱运势如何呢？”\n“埃尔菲莉丝、穆穆，要看结果了哦！\n今年的运势究竟如何呢！？”,“太好了！大吉是最好的结果吧？\n和亲爱的之间的恋爱运势，今年也超棒♪”\n“诶！？刚过年怎么就抽到了大凶！？\n骗人的吧……嗯？\n呐，埃尔菲莉丝你怎么样？”,“末吉……这个姑且写着吉字，\n所以应该还算不错吧？\n还是说，因为写着末字所以不好吗？”\n“的确，这个到底算哪边呢？”\n“不过至少比凶要好吧，唉……”,“不过啊，牡丹，这就意味着\n今年的运势不会比这更差了吧？”\n“而且运势是要靠自己争取的。”\n“两位说得好！没错！我要靠自己的力量\n让今年成为最棒的一年！”,10000,1,2000,100,0
40040039,不起眼的工作,4,2,23,156,5,37,400090,1,110020102,110020103,110020104,110210502,110210503,110210504,110200010,1016,110200011,AMULET_ARTIST_40040039,“来来来，马戏表演快开始啦！”\n“欢迎各位携亲友前来观看♪”\n“不行啊……没有人愿意接传单。”\n“可能这个小镇里各种娱乐项目\n应有尽有，我们太不起眼了吧……”,“必须要让大家知道马戏\n相比其它娱乐的独特之处……”\n“看来有必要使用战术呢☆”\n“什么战术？”\n“明天，就在这条街上……”,“彩纸屑还有气球！？这么多……\n好厉害……就像过节一样！”\n“多亏有团员们帮忙，\n才能这么快就准备好♪”\n“这下一定会有人接传单的。”,“什么情况！？今天过节吗？”\n“是马戏表演哦！”\n“我想看！”“我也是！”\n“真没办法，我们一起去看吧。”\n“太棒啦！”,“镇上的气氛变了，\n大家愿意接我们的传单了啊。”\n“不过接下来可不能耍这些小把戏了哦。\n虽说是不起眼的工作，但还是要加油♪”\n“嗯！要给整个大陆送去欢笑！”,10000,1,2000,1000,0
40040040,春节祭典,4,1,21,141,7,51,400136,1,110070003,110070004,110070005,210003301,210003302,116,0,0,0,AMULET_ARTIST_40040040,令人雀跃的春节，他们换上异国装束，\n意气风发地走上街头。\n“这就是春节祭典吗……”\n“是啊。好漂亮的装饰啊，殿下。”\n“好♪大家一起享受祭典吧！”,中午众人有些饿时，被诱人的香味吸引，\n嘴里塞满了小摊上买的食物。\n“纳姆，这个豆沙包也很好吃哦！”\n“真好啊！那我也要尝尝♪”\n“哈哈哈，小心不要吃撑了哦。”,日落之后，天边那抹火红的余晖\n进一步烘托出节日的气氛。\n“快看啊。红色的灯笼亮起来后，\n看起来是那么梦幻……”\n“是啊，仿佛身处异世界一样……”,他们兴致勃勃地体验着异国文化。\n“广阔的阿尔贝里亚竟然还有\n和我们的文化大相径庭的地方啊。”\n“是啊……不过，还是有共通的事物。”\n“共通的事物？”,“思乡之情……春节时回到这里的人们的思念，\n和我们想念阿尔贝里亚的心情一样……”\n“是啊，那是无比重要的情感。”\n无数思念焕发出绚丽的光彩，\n祭典之夜还将继续。,10000,1,2000,1000,0
40040041,龙之舞,4,2,18,123,4,33,400138,1,110020907,110020904,110020905,0,0,0,0,0,0,AMULET_ARTIST_40040041,今年也已经到喜庆的春节了。\n来，一起尽情庆祝吧。\n先由老夫带来拿手绝活——龙之舞！\n被老夫英俊的身姿迷倒了吧？\n哈哈哈！没错吧没错吧。,虽然每年都会跳舞，但今年有些特殊。\n毕竟这是老夫与你们\n共同迎来的第一个春节嘛。\n能发自内心、毫无顾忌地起舞！\n嘿咻——再来一圈！我转！,仙花焰也已经开始了吗。\n顾名思义，就如同夜空中绽放的仙花。\n人类制作的仙花焰，\n一年比一年华丽了啊……\n不过，老夫的舞也不会输！,人生苦短，但或许正因如此，\n才会在世间留下能打动龙心的事业。\n之后由子孙继承下去……\n并不断进行完善。\n老夫一直见证着他们走过的道路。,建造城市、改变世界的，\n正是你们——世界的孩子们啊。\n祈愿那繁荣能够延续，老夫也将继续起舞。\n哈、哈、哈！听起来不错吧？\n庆祝之夜还远远没结束呢！,10000,1,2000,100,0
40040042,炎之盛宴,4,1,21,142,7,50,400140,1,7,8,146,0,0,0,0,0,0,AMULET_ARTIST_40040042,年轻的火龙普罗米修斯\n与美艳的火龙布伦希尔德。\n一方是继承了天之篝火的孤高之焰。\n一方是永不停歇的热情之焰。\n两股烈焰，拥有着各自不同的火热。,但如果这两股烈焰相遇……\n“谁胆敢妨碍亲爱的，\n就都臣服在我的火焰之下吧！”\n“你太血气方刚了，绯龙。不过……\n我也一样。我要烧尽一切！”,烈焰交错，迸发出的火光令人着迷。\n他们的战斗炽热而华丽。\n不过在那份美丽的背后，\n其所到之处皆被烧得片甲不留。,飞舞的烈焰之中，两头火龙妖艳地笑着。\n“你的火焰和我的火焰，\n如果是为了亲爱的，联手也不错嘛。”\n“哼——如果有人胆敢碍事，\n大闹一番也未尝不可。我们上，绯龙！”,年轻的烈焰与热情的烈焰。\n当二者相遇，开启盛宴之时——\n“受死吧！火热国度！”\n“接招，普罗米修斯之火！”\n烈焰将把一切都化为灰烬。,10000,1,2000,1000,0
40040043,旅途的护卫,4,1,21,141,7,51,400093,1,110120007,110120008,110120001,110100002,110100003,110100004,0,0,0,AMULET_ARTIST_40040043,“喂～小姐，等一等。\n光一个人可没法约会啊！\n你到底要去哪里？”\n“我不是小姐，是欧蒂塔。\n我要去寻找新的世界。”,“新的世界是……什么地方？”\n“谁知道呢？所以才要寻找啊。\n你要是感兴趣就一起来吧。“\n“当然了。护卫就交给我……\n啊，别丢下我啊～”,“已经跑了好久了呢。这是哪里？”\n“不知道。不过，夕阳真美啊。\n在那片茜色天空的彼端，\n也许有着全新的世界。”\n“是吗？我看看……啊！”,“怎么了？”\n“小姐……不，欧蒂塔。\n我已经找到了新的世界。”\n“在哪里，告诉我吧。”\n“嗯，当然。你听我说啊。”,“那就是飒爽的你所露出的可爱笑容。\n能担任你的护卫真是太好了！”\n“是吗……真是个怪人。\n不过，你的话对我来说就是新的世界。\n谢谢你告诉我，俄里翁。”,10000,1,2000,1000,0
